Step,Train Invar Loss,Train SIGReg Loss,Train Grad Norm,Valid Embed Std,Valid KNN MCC,Valid LogReg MCC
2570,0.2161144748330116,1.7453125,2.700635194778442,,,
2580,0.2052103564143181,1.60390625,1.265611529350281,,,
2590,0.1977661475539207,1.740625,1.9226065874099731,,,
2600,0.207431173324585,1.53359375,1.391382813453674,,,
2610,0.2009595826268196,1.63203125,2.066655158996582,,,
2620,0.2026947155594826,1.640625,1.747811675071716,,,
2630,0.2077788978815079,1.6875,3.183725357055664,,,
2640,0.207977868616581,1.80859375,1.801998019218445,,,
2650,0.2061294093728065,1.7203125,2.270037412643433,,,
2660,0.2046450510621071,1.64921875,2.694162130355835,,,
2670,0.2072996810078621,1.59765625,3.1737418174743652,,,
2680,0.2096473231911659,1.584375,2.52275562286377,,,
2690,0.2034520849585533,1.64765625,1.676293849945068,,,
2700,0.2071059986948967,1.64921875,2.002981901168823,,,
2710,0.2051418572664261,1.684375,1.198042154312134,,,
2720,0.2011493593454361,1.59453125,3.276985645294189,,,
2730,0.2007667779922485,1.7375,1.981562972068787,,,
2740,0.2048997789621353,1.5984375,1.802587985992432,,,
2750,0.1993102177977562,1.6359375,2.826508283615112,,,
2760,0.2058894827961922,1.56484375,1.213678359985352,,,
2770,0.2042805954813957,1.64453125,1.601617097854614,,,
2780,0.2029943063855171,1.59296875,2.150622129440308,,,
2790,0.2057416677474976,1.6171875,1.431939959526062,,,
2800,0.2066996619105339,1.56796875,1.572543978691101,,,
2810,0.1993083655834198,1.6875,2.539053916931152,,,
2820,0.2004608973860741,1.5484375,1.529531836509705,,,
2830,0.2007523238658905,1.63359375,1.484286308288574,,,
2840,0.2013065159320831,1.625,1.187233567237854,,,
2850,0.2006940230727196,1.5625,2.735078811645508,,,
2860,0.1957991674542427,1.6296875,1.641393184661865,,,
2870,0.2004020750522613,1.6171875,2.053465843200684,,,
2880,0.1978375285863876,1.6109375,1.165042638778687,,,
2890,0.1997773259878159,1.58984375,3.314193964004517,,,
2900,0.2005147114396095,1.59765625,2.229395866394043,,,
2910,0.2016354262828827,1.74765625,2.55244779586792,,,
2920,0.1935775980353355,1.58984375,1.314598441123962,,,
2930,0.2006536841392517,1.7140625,2.100505113601685,,,
2940,0.194823694229126,1.678125,1.267185807228088,,,
2950,0.1990080609917641,1.61875,0.9198356866836548,,,
2960,0.2052371129393578,1.58828125,2.21730375289917,,,
2970,0.2002866089344025,1.596875,1.388616561889648,,,
2980,0.1936574682593346,1.63671875,1.734073281288147,,,
2990,0.2022311493754387,1.60234375,1.772594571113586,,,
3000,0.2073005944490433,1.59375,2.765210390090942,0.4775611460208893,0.3666038948805777,0.473158449258994
3010,0.2015121459960937,1.63203125,2.132503747940063,,,
3020,0.2012295752763748,1.665625,1.94905698299408,,,
3030,0.1928687855601311,1.60625,2.417436838150024,,,
3040,0.1994525983929634,1.57265625,0.91579008102417,,,
3050,0.1951586797833443,1.65,1.162331223487854,,,
3060,0.1990744978189468,1.58828125,1.736686825752258,,,
3070,0.1943920835852623,1.58984375,1.700058460235596,,,
3080,0.1978849425911903,1.628125,2.256098985671997,,,
3090,0.1934167310595512,1.6171875,1.363832592964172,,,
3100,0.1986724704504013,1.57734375,1.221863746643066,,,
3110,0.1976444944739342,1.62109375,1.602330803871155,,,
3120,0.2019487991929054,1.63984375,1.904491662979126,,,
3130,0.1997449144721031,1.603125,2.003668546676636,,,
3140,0.198298542201519,1.65703125,1.3175950050354,,,
3150,0.1916404366493225,1.546875,1.055237054824829,,,
3160,0.1986563459038734,1.5734375,1.180255055427551,,,
3170,0.2049696996808052,1.5546875,1.160315990447998,,,
3180,0.1880924820899963,1.6046875,1.153279662132263,,,
3190,0.195775805413723,1.57265625,1.763223528862,,,
3200,0.1954599991440773,1.65,1.879580855369568,,,
3210,0.1924406111240387,1.61640625,1.681480884552002,,,
3220,0.2028807029128075,1.646875,1.659433126449585,,,
3230,0.1985356420278549,1.6578125,2.020413637161255,,,
3240,0.196163535118103,1.60546875,1.346749901771545,,,
3250,0.1923782452940941,1.64609375,1.262887716293335,,,
3260,0.1963195070624351,1.70390625,2.11503005027771,,,
3270,0.2029500797390938,1.65078125,1.2097247838974,,,
3280,0.195226800441742,1.58671875,2.192716121673584,,,
3290,0.1981434211134911,1.57109375,1.7015494108200069,,,
3300,0.1951532498002052,1.56484375,1.28142237663269,,,
3310,0.1939410537481308,1.59296875,1.739039063453674,,,
3320,0.1914348781108856,1.53515625,1.899587035179138,,,
3330,0.1908905744552612,1.7109375,2.157739162445068,,,
3340,0.191586484014988,1.62265625,1.118666172027588,,,
3350,0.1922523096203804,1.68515625,2.457445383071899,,,
3360,0.193325212597847,1.61015625,1.505415797233582,,,
3370,0.1997083902359009,1.6265625,1.42779016494751,,,
3380,0.1918307989835739,1.5546875,1.578831553459167,,,
3390,0.1889736860990524,1.61328125,1.229528307914734,,,
3400,0.200328479707241,1.53203125,1.205978751182556,,,
3410,0.1938016146421432,1.5515625,1.625070333480835,,,
3420,0.1937273398041725,1.6140625,1.678401470184326,,,
3430,0.1941157847642899,1.5125,1.209979653358459,,,
3440,0.1926467046141624,1.5984375,2.039660930633545,,,
3450,0.1876108005642891,1.590625,1.327709674835205,,,
3460,0.1961937189102173,1.653125,1.149130940437317,,,
3470,0.1966249659657478,1.58125,1.581843495368958,,,
3480,0.1871855482459068,1.55390625,1.173236608505249,,,
3490,0.200725719332695,1.56015625,1.5423986911773682,,,
3500,0.1938115984201431,1.61171875,1.038686037063599,,,
3510,0.1859068274497986,1.60390625,1.650347828865051,,,
3520,0.1962418541312218,1.5140625,1.477396368980408,,,
3530,0.1903621524572373,1.55234375,2.619808435440063,,,
3540,0.190463100373745,1.6171875,1.862385511398315,,,
3550,0.1947113811969757,1.665625,1.931768536567688,,,
3560,0.1905448943376541,1.59921875,1.793260216712952,,,
3570,0.1934182211756706,1.68984375,1.432480573654175,,,
3580,0.188294281065464,1.484375,1.821092009544373,,,
3590,0.1892839938402176,1.596875,1.165942192077637,,,
3600,0.1904683023691177,1.63125,0.939835011959076,,,
3610,0.1874023705720901,1.6015625,1.530124187469482,,,
3620,0.1906744599342346,1.5640625,1.23069179058075,,,
3630,0.1894821763038635,1.56015625,1.567432284355164,,,
3640,0.1922283262014389,1.5046875,1.194765210151672,,,
3650,0.1918371245265007,1.56953125,1.162960529327393,,,
3660,0.1897269010543823,1.59140625,1.410843372344971,,,
3670,0.1855052217841148,1.61484375,1.333875179290771,,,
3680,0.1952884614467621,1.57265625,1.002420783042908,,,
3690,0.1836332246661186,1.5703125,0.8592429757118225,,,
3700,0.1873499736189842,1.64375,1.189690232276917,,,
3710,0.1860089793801308,1.57890625,1.354631662368774,,,
3720,0.1929546594619751,1.5625,1.701868772506714,,,
3730,0.1892753794789314,1.58125,0.8660414814949036,,,
3740,0.1945242702960968,1.575,0.985661804676056,,,
3750,0.1898015663027763,1.53046875,1.299601316452026,,,
3760,0.1883315443992615,1.5578125,1.631392002105713,,,
3770,0.1877864480018616,1.6921875,1.494885921478271,,,
3780,0.1881912231445312,1.5921875,1.194039821624756,,,
3790,0.1875300616025925,1.5359375,1.59673798084259,,,
3800,0.1873467862606049,1.625,1.190261721611023,,,
3810,0.1853514581918717,1.503125,1.860365509986877,,,
3820,0.1876829087734223,1.59609375,1.123727560043335,,,
3830,0.185272853076458,1.47890625,1.071126937866211,,,
3840,0.1857899665832519,1.51328125,0.7933504581451416,,,
3850,0.1902369871735573,1.51171875,1.464889287948608,,,
3860,0.1946801915764809,1.57578125,1.057814121246338,,,
3870,0.1851773202419281,1.54921875,1.3863697052001949,,,
3880,0.1866121649742127,1.49921875,1.1839931011199951,,,
3890,0.1838266998529434,1.57265625,1.32870888710022,,,
3900,0.1843099698424339,1.51875,1.092961192131042,,,
3910,0.1872448742389679,1.55078125,0.914534628391266,,,
3920,0.1888717368245125,1.61328125,1.1961115598678589,,,
3930,0.1853623256087303,1.60390625,0.914053201675415,,,
3940,0.1868712410330772,1.65546875,1.6595227718353271,,,
3950,0.1824931427836418,1.47265625,1.103160858154297,,,
3960,0.1882453963160515,1.5640625,1.545599699020386,,,
3970,0.1887011587619782,1.54453125,1.248135566711426,,,
3980,0.1851453065872192,1.56953125,1.133404016494751,,,
3990,0.1857515260577202,1.5703125,1.374354481697083,,,
4000,0.1860499516129494,1.6046875,1.012731194496155,0.4924989938735962,0.3649308766525286,0.4792249055710913
4010,0.1858010083436966,1.5453125,1.639930725097656,,,
4020,0.1807979792356491,1.525,0.8660163283348083,,,
4030,0.1836874857544899,1.47109375,0.923825740814209,,,
4040,0.1883088141679764,1.51328125,1.054140448570251,,,
4050,0.1801496922969818,1.540625,2.435163736343384,,,
4060,0.1858903542160988,1.50703125,0.9576265811920166,,,
4070,0.181157098710537,1.55234375,1.019110441207886,,,
4080,0.185391391813755,1.57890625,1.403098702430725,,,
4090,0.1845527306199074,1.55390625,1.02112603187561,,,
4100,0.1823914051055908,1.54296875,1.553366661071777,,,
4110,0.1847480669617653,1.55078125,0.8204876184463501,,,
4120,0.1839824631810188,1.65234375,1.068900346755981,,,
4130,0.1862459659576416,1.453125,1.018802642822266,,,
4140,0.1865423202514648,1.5203125,0.8930952548980713,,,
4150,0.1794361263513565,1.5140625,1.028335690498352,,,
4160,0.1809930384159088,1.57578125,1.089670181274414,,,
4170,0.1850210517644882,1.61171875,1.204319715499878,,,
4180,0.1821000382304191,1.54609375,0.9726686477661132,,,
4190,0.1813657328486443,1.59765625,1.249709129333496,,,
4200,0.185705079138279,1.55390625,1.125271320343018,,,
4210,0.1844089463353157,1.559375,1.140168905258179,,,
4220,0.1810936346650124,1.5328125,2.043732166290283,,,
4230,0.1850187852978706,1.57109375,0.8788303136825562,,,
4240,0.1811926573514938,1.63515625,1.296675562858582,,,
4250,0.1814849957823753,1.49765625,0.9607088565826416,,,
4260,0.1815757885575295,1.5234375,1.400413274765015,,,
4270,0.1833356201648712,1.5484375,1.464249849319458,,,
4280,0.1838537827134132,1.53515625,1.710777640342712,,,
4290,0.1860695511102676,1.50546875,1.008626461029053,,,
4300,0.1849040761590004,1.47578125,1.176787734031677,,,
4310,0.184169639647007,1.58359375,1.3966618776321411,,,
4320,0.1810605525970459,1.4703125,0.9349777698516846,,,
4330,0.1764999687671661,1.56484375,1.530578255653381,,,
4340,0.1857125520706177,1.49453125,0.9584004878997804,,,
4350,0.1850798696279526,1.6046875,1.077314615249634,,,
4360,0.1808904245495796,1.5671875,0.9186219573020936,,,
4370,0.1794774740934372,1.58671875,1.312929391860962,,,
4380,0.1793620452284813,1.50859375,1.973121881484985,,,
4390,0.1829458251595497,1.60546875,1.303990006446838,,,
4400,0.1787195712327957,1.51953125,1.197188496589661,,,
4410,0.1824861109256744,1.50703125,0.7121536135673523,,,
4420,0.1853994175791741,1.54140625,1.314884424209595,,,
4430,0.1816053211688995,1.503125,0.8887025713920593,,,
4440,0.180244354903698,1.5109375,1.605075478553772,,,
4450,0.18124198615551,1.56875,1.378664612770081,,,
4460,0.1851920604705811,1.48125,0.9059308767318726,,,
4470,0.1754819005727768,1.60546875,1.202808380126953,,,
4480,0.1797718092799187,1.5640625,1.262940049171448,,,
4490,0.1766061320900917,1.59453125,1.111519455909729,,,
4500,0.1796546295285225,1.55703125,0.8304799795150757,,,
4510,0.1733333557844162,1.5421875,1.021765828132629,,,
4520,0.1769031167030334,1.47109375,1.020065188407898,,,
4530,0.1771312162280083,1.54375,1.270097613334656,,,
4540,0.1748810902237892,1.521875,1.389373064041138,,,
4550,0.1800153717398643,1.4859375,0.9063047766685486,,,
4560,0.1800942361354828,1.484375,0.7524704337120056,,,
4570,0.1833933085203171,1.503125,0.8346257209777832,,,
4580,0.1757944583892822,1.51953125,0.9577872157096864,,,
4590,0.1830777630209923,1.47109375,0.9171592593193054,,,
4600,0.1778421074151993,1.4734375,0.95587158203125,,,
4610,0.1780766859650612,1.59453125,0.9653363823890686,,,
4620,0.1791602715849877,1.6578125,1.238677620887756,,,
4630,0.1759703189134598,1.49765625,0.8614799976348877,,,
4640,0.1743406981229782,1.5796875,1.317209482192993,,,
4650,0.1770260065793991,1.54296875,1.029843091964722,,,
4660,0.172946734726429,1.50859375,1.710201621055603,,,
4670,0.1756069004535675,1.4546875,1.16526210308075,,,
4680,0.1805739715695381,1.53515625,0.8506239056587219,,,
4690,0.1693625673651695,1.53203125,1.359484076499939,,,
4700,0.1811996653676033,1.4828125,1.092223286628723,,,
4710,0.1751012578606606,1.509375,1.099310517311096,,,
4720,0.1737440839409828,1.51484375,0.8385922908782959,,,
4730,0.1809223681688309,1.51484375,0.7488300204277039,,,
4740,0.1785479083657265,1.540625,1.060383319854736,,,
4750,0.1771232396364212,1.45859375,0.8602012991905212,,,
4760,0.1792817980051041,1.5609375,1.326201677322388,,,
4770,0.1704290717840195,1.5515625,0.9875567555427552,,,
4780,0.1786115020513535,1.5,0.7448071837425232,,,
4790,0.1746486142277718,1.54140625,1.219112753868103,,,
4800,0.1780950784683228,1.56796875,1.147875547409058,,,
4810,0.1731294274330139,1.559375,1.250335574150085,,,
4820,0.1716268464922905,1.4734375,1.353894233703613,,,
4830,0.1803341075778007,1.51875,1.832228183746338,,,
